sbd,Toán,Văn,Lí,Hóa,Sinh,Ngoại ngữ,Sử,Địa,GDCD
1013873,7.8,8.25,,,,9.0,7.25,6.25,8.5
1013874,8.2,6.0,6.25,6.5,5.0,5.6,,,
1013875,7.4,7.25,7.75,5.5,8.25,8.4,,,
1013876,7.8,6.0,,,,8.0,6.0,7.0,9.0
1013877,7.6,6.25,,,,8.8,7.0,6.25,9.5
1013878,8.8,6.5,8.0,3.5,6.25,8.2,,,
1013879,7.4,5.75,6.75,3.75,4.75,8.0,,,
1013880,7.2,8.0,,,,8.4,5.75,7.0,7.5
1013881,6.8,8.0,,,,6.4,5.25,4.75,7.75
1013882,6.0,8.75,,,,9.2,5.25,5.0,7.5
1013883,7.4,8.75,,,,8.2,6.0,6.0,9.25
1013884,6.4,6.5,,,,5.0,5.25,5.75,8.75
1013885,7.2,7.5,,,,5.8,5.75,7.75,8.5
1013886,6.4,9.0,,,,5.6,5.25,6.0,8.0
1013887,8.8,8.75,,,,8.6,8.25,7.5,9.25
1013888,7.8,7.0,,,,8.4,4.5,6.0,7.75
1013889,7.2,7.25,,,,7.2,4.5,5.0,8.75
1013890,6.8,8.5,,,,8.2,6.75,6.25,9.0
1013891,7.0,8.0,,,,9.0,6.0,8.25,9.0
1013892,7.6,8.25,,,,8.6,6.0,7.5,8.25
1013893,5.0,7.25,,,,6.8,6.5,5.75,8.75
1013894,7.8,7.5,,,,7.2,8.0,5.75,8.25
1013895,7.0,7.0,,,,8.2,6.75,7.75,9.0
1013896,5.2,7.75,,,,2.6,4.25,3.5,6.5
1013897,8.0,9.0,,,,9.2,7.75,6.5,8.75
1013898,8.2,8.0,,,,6.2,4.25,4.75,6.75
1013899,7.6,8.25,,,,9.2,5.75,5.0,8.75
1013900,8.2,7.08,,,,7.6,5.5,7.0,9.25
1013901,7.4,8.25,,,,6.2,4.75,5.75,7.5
1013902,6.4,7.5,,,,8.8,5.75,5.25,8.25
1013903,8.0,8.25,,,,8.0,6.5,6.75,9.25
1013904,7.6,8.5,,,,9.0,6.75,6.25,9.25
1013905,6.8,8.0,,,,8.6,7.25,6.5,8.75
1013906,7.8,8.0,,,,8.0,6.0,5.5,9.25
1013907,7.4,6.25,,,,6.2,4.0,4.0,8.75
1013908,4.0,7.5,,,,8.8,6.75,6.25,9.0
1013909,9.2,8.5,,,,8.8,8.5,7.75,10.0
1013910,7.4,8.0,,,,8.2,8.25,7.5,9.5
1013911,7.2,6.5,,,,9.6,6.25,6.0,8.0
1013912,7.6,8.5,,,,8.8,6.5,7.5,9.0
1013913,8.6,8.75,,,,9.4,6.5,6.5,9.25
1013914,7.6,4.75,,,,5.8,4.75,6.0,9.0
1013915,3.6,7.5,,,,2.6,6.0,6.5,9.75
1013916,7.6,8.0,,,,8.4,8.0,7.5,8.5
1013917,3.6,6.75,,,,5.2,3.75,5.25,7.5
1013918,9.0,8.75,,,,8.6,6.75,8.0,7.0
1013919,7.4,8.5,,,,8.6,8.75,6.75,8.75
1013920,8.2,7.5,,,,9.8,8.5,8.25,9.75
1013921,7.2,7.5,,,,9.2,8.25,6.0,9.25
1013922,7.0,7.75,,,,8.8,7.5,7.75,9.25
1013923,6.2,6.25,,,,7.2,3.5,4.75,8.0
1013924,4.0,3.5,,,,4.0,6.5,8.5,9.0
1013925,7.2,8.5,,,,7.8,7.75,5.5,9.75
1013926,6.8,7.5,,,,7.6,5.0,4.75,6.5
1013927,8.6,9.25,,,,9.6,9.0,8.0,9.5
1013928,6.6,8.25,,,,8.2,5.5,5.0,8.75
1013929,6.6,8.75,,,,7.8,6.5,5.75,9.0
1013930,5.4,7.5,,,,9.2,6.25,6.0,8.0
1013931,6.6,8.5,,,,6.6,3.75,5.5,7.75
1013932,7.2,6.0,,,,6.0,3.75,6.25,7.75
1013933,8.6,7.75,,,,6.6,6.75,6.25,8.25
1013934,6.4,7.75,,,,5.6,4.75,6.5,9.0
1013935,8.2,8.25,,,,8.8,6.5,6.25,7.75
1013936,3.4,6.25,,,,8.2,5.0,4.25,7.5
1013937,,3.75,,,,,4.5,4.5,
1013938,7.6,7.25,,,,7.6,4.25,4.75,7.75
1013939,6.4,6.5,,,,6.4,3.75,6.0,7.25
1013940,8.6,7.75,,,,8.4,7.75,8.0,9.75
1013941,5.4,8.5,,,,7.2,5.25,5.5,9.25
1013942,7.4,8.75,,,,9.0,8.0,7.0,8.75
1013943,7.8,8.75,,,,9.0,5.5,5.0,8.75
1013944,6.0,9.0,,,,8.2,6.75,6.5,9.5
1013945,9.0,8.25,,,,9.2,9.5,8.0,9.25
1013946,5.8,8.25,,,,5.0,4.75,5.25,8.25
1013947,6.8,8.0,,,,4.6,4.75,5.5,7.75
1013948,7.2,7.5,,,,7.4,4.25,5.25,8.25
1013949,7.4,8.25,,,,7.6,6.75,6.75,8.25
1013950,8.2,8.75,,,,8.6,6.75,6.25,9.25
1013951,7.8,8.75,,,,6.2,8.25,6.5,9.5
1013952,8.0,8.0,,,,9.8,7.25,6.25,8.75
1013953,8.2,8.5,,,,9.6,8.0,7.0,8.75
1013954,6.2,7.0,,,,4.2,4.25,6.25,9.0
1013955,3.6,5.75,,,,2.0,2.25,3.75,6.75
1013956,7.4,8.75,,,,8.0,7.5,7.25,9.25
1013957,8.4,8.25,,,,9.4,7.25,6.5,9.5
1013958,7.8,9.0,,,,9.0,7.5,8.5,9.5
1013959,7.8,8.75,,,,9.6,7.5,6.75,7.75
1013960,,7.75,,,,,6.5,6.75,9.0
1013961,8.2,,8.0,8.5,5.75,,,,
1013962,,6.0,,,,,6.5,4.75,
1013963,4.0,5.0,,,,,3.0,5.75,
1013964,3.8,6.5,,,,,6.25,4.75,
1013965,4.6,5.5,,,,,6.75,6.25,
1013966,4.4,4.75,,,,,4.25,5.5,
1013967,2.0,4.75,,,,,4.0,4.5,
1013968,2.6,4.25,,,,,5.25,5.75,
1013969,4.6,5.75,,,,,6.25,6.75,
1013970,4.0,5.0,,,,,7.0,6.0,
1013971,3.6,7.0,,,,,6.25,7.25,
1013972,4.6,6.0,,,,,7.25,7.0,
1013973,2.0,3.25,,,,,4.25,4.25,
1013974,2.2,4.5,,,,,4.25,4.75,
1013975,3.0,4.75,,,,,4.75,4.75,
1013976,1.8,2.25,,,,,3.25,2.75,
1013977,3.4,4.0,,,,,3.25,4.5,
1013978,2.6,4.5,,,,,3.75,5.75,
1013979,8.2,,,7.25,8.25,,,,
1013980,4.0,5.25,,,,,4.0,6.5,
1013981,2.2,6.25,,,,,5.25,4.25,
1013982,,,,,,,,,
1013983,7.0,4.75,,,,,7.25,6.25,
1013984,4.6,5.0,,,,,4.25,6.0,
1013985,,4.0,,,,,3.0,4.0,
1013986,5.2,5.0,,,,,8.5,7.0,
1013987,6.6,5.5,,,,,3.25,4.5,
1013988,5.2,4.75,,,,,5.0,5.75,
1013989,7.2,6.0,,,,,8.25,,
1013990,,3.25,,,,,5.75,3.5,
1013991,4.2,4.75,,,,,5.25,5.25,
1013992,5.4,4.75,,,,,4.75,6.25,
1013993,5.4,5.5,,,,,5.0,4.25,
1013994,7.2,7.0,,,,,7.0,6.5,
1013995,,5.25,,,,,5.75,7.25,
1013996,4.4,5.0,,,,,2.75,5.75,
1013997,3.6,5.75,,,,,3.5,5.5,
1013998,3.8,7.0,,,,,4.0,4.5,
1013999,3.2,6.0,,,,,4.75,6.0,
1014000,5.0,6.25,,,,,5.5,5.25,
1014001,6.6,7.75,,,,,8.0,7.25,
1014002,6.2,7.0,,,,,6.0,8.0,
1014003,4.4,5.5,,,,,4.5,5.25,
1014004,2.8,6.0,,,,,4.25,5.5,
1014005,7.2,7.75,,,,,5.75,5.0,
1014006,3.6,6.0,,,,,6.25,6.5,
1014007,3.0,3.25,,,,,4.0,5.75,
1014008,3.2,5.25,,,,,5.75,5.75,
1014009,3.6,5.0,,,,,5.25,5.25,
1014010,4.8,4.25,,,,,4.75,5.5,
1014011,,4.25,,,,,7.75,7.0,
1014012,3.8,5.0,,,,,6.5,5.75,
1014013,,4.0,,,,,6.0,6.25,
1014014,4.6,5.0,,,,,4.75,6.0,
1014015,3.2,5.5,,,,,5.75,4.5,
1014016,5.8,5.5,,,,,3.25,4.5,
1014017,3.6,4.25,,,,,7.75,6.0,
1014018,3.8,6.0,,,,,6.0,6.0,
1014019,6.2,6.75,,,,,5.25,6.25,
1014020,,5.75,,,,,6.0,6.75,
1014021,3.4,4.0,,,,,4.25,5.75,
1014022,5.4,6.5,,,,,8.5,8.0,
1014023,2.2,1.75,,,,,2.25,2.25,
1014024,1.8,4.5,,,,,5.25,4.75,
1014025,2.4,3.25,,,,,2.75,4.25,
1014026,4.6,7.5,,,,,3.5,6.0,
1014027,7.0,4.5,,,,,4.0,5.25,
1014028,2.8,3.75,,,,,3.25,4.75,
1014029,,6.75,,,,,8.75,6.5,
1014030,,6.0,,,,,8.0,7.5,
1014031,6.0,7.25,,,,,8.0,7.5,
1014032,,6.75,,,,,8.0,6.25,8.5
1014033,5.0,4.0,,,,,3.5,6.5,
1014034,5.6,5.25,,,,,5.25,6.25,
1014035,4.2,4.0,,,,,3.5,5.0,
1014036,5.6,2.25,,,,,4.75,7.0,
1014037,4.0,3.0,,,,,4.5,6.25,
1014038,2.8,4.0,,,,,4.5,4.5,
1014039,7.2,6.25,,,,,8.0,7.5,
1014040,3.2,5.5,,,,,4.75,5.5,
1014041,3.6,5.5,,,,,6.5,3.75,
1014042,3.0,4.75,,,,,3.0,4.75,
1014043,2.0,2.25,,,,,3.5,2.0,
1014044,7.6,,,8.75,8.5,,,,
1014045,2.6,7.17,,,,,5.75,7.0,
1014046,3.6,7.0,,,,,4.75,4.75,
1014047,1.6,4.0,,,,,4.25,5.25,
1014048,,4.0,,,,,5.25,5.5,
1014049,2.8,3.75,,,,,4.25,5.25,
1014050,2.4,4.5,,,,,4.5,4.75,
1014051,3.8,5.25,,,,,3.75,6.0,
1014052,6.4,,4.25,5.25,,,,,
1014053,3.0,3.75,,,,,5.25,6.25,
1014054,,5.0,,,,,7.25,4.0,
1014055,4.6,5.5,,,,,3.75,3.75,
1014056,5.6,5.0,,,,,7.25,4.75,
1014057,3.8,5.5,,,,,3.75,5.25,
1014058,4.6,5.5,,,,,6.0,5.5,
1014059,4.8,5.0,,,,,4.0,5.5,
1014060,6.2,6.75,,,,,7.5,7.0,
1014061,3.8,5.25,,,,,6.75,5.25,
1014062,5.2,5.75,,,,,5.75,6.0,
1014063,5.4,5.25,,,,,5.25,6.0,
1014064,2.2,3.5,,,,,2.75,4.25,
1014065,,7.5,,,,,9.75,8.5,8.75
1014066,3.6,3.25,,,,,4.5,4.75,
1014067,4.2,4.25,,,,,5.5,6.25,
1014068,5.6,6.25,,,,,4.75,4.5,
1014069,3.8,3.92,,,,,2.25,4.75,
1014070,3.2,4.5,,,,,3.25,5.0,
1014071,2.4,2.75,,,,,3.25,2.0,
1014072,2.8,,,2.0,3.0,,,,
1014073,6.4,6.0,,,,,5.25,7.0,
1014074,4.2,5.0,,,,,6.5,7.25,
1014075,5.6,5.25,,,,,6.75,7.5,
1014076,8.4,,5.25,8.25,8.5,,,,
1014077,7.8,,7.25,7.0,,,,,
1014078,2.8,4.0,,,,,3.75,4.5,
1014079,3.2,5.25,,,,,4.75,7.75,
1014080,3.8,4.75,,,,,5.25,5.0,
1014081,1.4,5.25,,,,,3.0,4.5,
1014082,4.4,5.25,,,,,6.5,7.0,
1014083,3.8,7.5,,,,,6.5,7.0,
1014084,5.2,5.75,,,,,6.5,5.75,
1014085,3.2,7.0,,,,,5.75,6.25,
1014086,5.0,3.75,,,,,4.75,4.0,
1014087,1.8,4.5,,,,,3.5,4.75,
1014088,4.6,5.75,,,,,1.75,5.25,
1014089,3.2,7.25,,,,,6.75,7.5,
1014090,4.4,7.0,,,,,4.5,5.0,
1014091,3.2,5.75,,,,,4.5,5.0,
1014092,5.2,3.25,,,,,5.5,5.75,
1014093,6.4,5.0,,,,,4.25,4.75,
1014094,2.6,4.5,,,,,4.0,4.75,
1014095,5.0,6.0,,,,,8.5,6.0,
1014096,2.8,3.75,,,,,3.5,5.5,
1014097,2.6,4.75,,,,,3.75,3.75,
1014098,,,,,,,,,
1014099,,,,,,,,,
1014100,,,,,,,,,
1014101,4.0,6.0,,,,,5.25,4.0,
1014102,6.6,5.5,,,,,7.25,8.0,
1014103,5.4,6.5,,,,,7.5,5.75,
1014104,3.8,7.5,,,,,4.25,4.75,
1014105,3.4,4.75,,,,,2.25,5.5,
1014106,6.6,6.08,,,,8.6,,,
1014107,5.4,6.0,,,,,5.0,5.0,
1014108,4.8,5.0,,,,,4.0,4.0,
1014109,2.8,5.25,,,,,5.5,5.75,
1014110,2.2,2.25,,,,,3.0,3.5,
1014111,3.0,4.75,,,,,4.5,3.25,
1014112,3.0,6.0,,,,,3.75,6.0,
1014113,4.8,7.0,,,,,6.25,5.75,
1014114,,7.25,,,,,6.0,6.75,
1014115,5.4,7.0,,,,,5.0,5.75,
1014116,4.4,3.75,,,,,5.25,6.75,
1014117,5.4,4.25,,,,,3.75,4.75,
1014118,7.6,6.75,6.0,4.75,5.5,9.4,,,
1014119,,6.0,,,,,7.25,6.25,
1014120,8.4,7.25,6.25,7.0,6.75,4.0,,,
1014121,2.4,5.5,,,,,3.5,5.0,
1014122,7.4,6.75,5.75,8.25,6.25,7.0,,,
1014123,7.2,7.25,,,,,6.0,6.25,
1014124,2.6,4.5,,,,,3.5,5.75,
1014125,4.0,5.25,,,,,3.0,3.25,
1014126,9.0,6.5,8.25,9.25,8.25,9.0,,,
1014127,2.8,4.75,,,,,3.0,4.0,
1014128,7.0,7.25,6.5,4.0,4.5,6.8,,,
1014129,8.4,7.5,7.75,5.75,5.5,8.8,,,
1014130,2.8,7.0,,,,,4.75,5.0,
1014131,,4.5,,,,,4.75,4.5,
1014132,3.2,5.0,,,,,5.25,5.0,
1014133,3.6,5.5,,,,,5.0,4.5,
1014134,2.8,2.75,,,,,6.0,4.75,
1014135,8.6,6.75,6.5,9.5,9.0,8.6,,,
1014136,4.2,6.0,,,,,4.5,5.5,
1014137,8.2,6.25,8.0,4.25,7.25,9.2,,,
1014138,4.8,6.25,,,,,6.0,6.5,
1014139,4.4,5.5,,,,,4.5,6.0,
1014140,8.0,7.5,8.5,7.75,6.75,8.6,,,
1014141,8.0,6.0,6.25,5.5,5.25,9.6,,,
1014142,8.0,8.25,7.5,9.0,8.75,8.2,,,
1014143,4.4,6.75,,,,,5.75,6.75,
1014144,2.6,3.25,,,,,2.75,5.0,
1014145,5.2,5.25,,,,,6.5,6.0,
1014146,4.6,4.75,,,,,4.5,5.75,
1014147,3.8,4.5,,,,,6.25,5.25,
1014148,,,,,,,,,
1014149,8.6,9.25,,,,9.4,7.25,8.75,9.75
1014150,8.0,8.75,,,,9.0,5.75,5.75,6.5
1014151,7.4,7.5,,,,8.2,6.0,7.0,8.5
1014152,7.2,8.0,,,,7.6,8.25,5.0,9.75
1014153,5.6,7.25,,,,8.2,4.5,5.25,7.5
1014154,7.0,5.75,,,,1.8,5.5,3.5,6.75
1014155,7.4,7.5,,,,7.6,,,
1014156,8.4,7.5,,,,9.8,7.5,6.5,8.75
1014157,8.0,8.75,,,,9.0,6.25,7.25,8.25
1014158,6.8,8.5,,,,9.0,6.25,5.5,7.5
1014159,7.8,7.75,,,,7.0,7.75,7.0,9.25
1014160,5.8,6.25,,,,,8.0,4.25,
1014161,5.8,8.25,,,,5.6,4.75,5.75,7.0
1014162,6.0,7.0,,,,3.6,5.75,7.0,8.25
1014163,6.6,7.5,,,,4.0,4.25,5.25,8.75
1014164,5.6,7.0,,,,,7.75,7.75,
1014165,8.2,8.25,,,,7.6,6.75,8.5,7.75
1014166,6.6,6.5,,,,,7.0,6.75,
1014167,5.4,4.5,,,,,7.25,6.25,
1014168,3.0,6.25,,,,,6.75,5.75,
1014169,6.2,7.25,,,,,5.0,5.5,
1014170,5.2,4.75,,,,,4.25,5.25,
1014171,5.8,5.75,,,,,7.25,5.75,
1014172,7.4,6.75,5.75,3.75,7.0,7.6,,,
1014173,6.2,6.0,,,,7.8,5.25,5.5,7.75
1014174,6.8,5.75,,,,,6.25,6.25,
1014175,6.2,7.75,,,,4.6,5.0,6.75,8.5
1014176,4.2,6.0,,,,,5.0,4.75,
1014177,4.8,6.25,,,,,6.0,5.75,
1014178,7.6,7.25,,,,8.8,7.0,6.25,7.75
1014179,3.4,5.75,,,,,5.75,6.5,
1014180,6.4,6.75,,,,7.8,7.0,6.5,9.5
1014181,7.4,8.0,,,,7.2,5.75,4.5,8.5
1014182,5.8,5.5,,,,,6.0,5.0,
1014183,7.8,8.0,,,,8.4,4.0,5.25,7.75
1014184,5.8,6.0,,,,6.4,3.25,6.5,7.25
1014185,8.6,8.5,,,,8.8,6.75,7.25,9.75
1014186,4.4,5.75,,,,,4.25,6.0,
1014187,2.4,5.0,,,,,3.5,5.25,
1014188,3.8,3.75,,,,,3.0,5.25,
1014189,7.4,5.75,,,,,7.25,7.0,
1014190,2.4,5.75,,,,,2.25,3.75,
1014191,7.2,7.0,,,,,4.5,6.0,8.25
1014192,8.0,7.5,6.0,7.25,5.5,4.8,,,
1014193,7.6,6.75,3.75,8.5,6.0,9.6,,,
1014194,7.6,8.0,7.25,7.25,7.5,5.8,,,
1014195,8.6,8.5,,,,8.6,5.75,6.25,8.25
1014196,6.8,7.5,4.75,5.0,5.75,,,,
1014197,8.0,6.75,4.5,8.5,6.5,9.2,,,
1014198,7.2,5.75,5.0,4.5,6.25,6.6,,,
1014199,6.6,7.25,4.5,8.25,8.0,6.8,,,
1014200,8.4,7.25,6.0,8.0,6.25,9.0,,,
1014201,8.0,6.5,7.0,7.75,7.75,7.8,,,
1014202,6.8,7.5,,,,,7.5,7.0,9.0
1014203,8.2,7.25,8.25,7.0,7.75,9.6,,,
1014204,8.2,7.5,8.5,8.25,7.75,9.2,,,
1014205,8.8,7.5,8.0,8.0,9.0,9.4,,,
1014206,7.6,8.0,3.75,7.75,9.0,6.6,,,
1014207,5.6,7.75,,,,,8.25,7.0,7.5
1014208,6.0,6.75,,,,,5.5,4.5,7.5
1014209,6.4,7.0,,,,6.6,5.0,6.75,6.5
1014210,8.4,7.0,7.75,8.25,8.5,8.0,,,
1014211,8.4,7.75,7.5,6.25,6.25,9.4,,,
1014212,7.4,8.25,,,,9.8,6.5,6.25,8.75
1014213,7.4,9.0,,,,8.4,6.5,7.5,9.75
1014214,8.0,6.5,5.75,6.5,7.75,8.8,,,
1014215,8.0,7.5,4.25,4.5,6.5,7.4,,,
1014216,,,,,,,,,
1014217,6.6,8.25,,,,,8.5,6.0,10.0
1014218,7.4,7.75,7.0,4.75,5.75,9.0,,,
1014219,8.6,7.75,7.75,4.5,5.0,8.4,,,
1014220,8.2,7.75,7.75,5.5,5.75,9.0,,,
1014221,7.6,8.5,8.0,8.25,4.25,3.8,,,
1014222,8.8,7.75,9.0,4.0,5.75,9.8,,,
1014223,9.2,8.0,6.5,9.0,7.5,9.4,,,
1014224,7.2,5.75,7.5,6.0,7.5,7.2,,,
1014225,7.6,7.0,7.25,7.5,6.5,6.8,,,
1014226,8.2,7.0,7.0,7.5,7.75,,,,
1014227,7.8,7.5,8.0,4.5,5.25,8.6,,,
1014228,7.8,7.5,8.0,7.75,8.0,8.6,,,
1014229,8.0,4.5,4.25,7.75,6.25,9.2,,,
1014230,8.8,7.75,8.5,6.75,7.5,9.6,,,
1014231,7.2,4.75,3.5,7.75,9.0,4.4,,,
1014232,7.0,8.25,6.0,5.75,6.25,6.6,,,
1014233,8.4,8.0,7.5,7.25,5.5,7.8,,,
1014234,7.8,7.5,6.0,8.75,6.0,8.2,,,
1014235,7.6,8.0,,,,,7.75,6.75,8.5
1014236,6.4,6.42,5.75,6.0,7.25,8.6,,,
1014237,7.6,7.25,6.5,8.25,7.5,,,,
1014238,8.8,7.25,7.5,6.25,6.5,8.8,,,
1014239,8.4,4.25,9.0,8.75,7.25,8.8,,,
1014240,8.8,8.25,8.5,5.25,5.5,9.0,,,
1014241,6.8,8.0,4.75,4.75,4.0,5.0,,,
1014242,8.4,6.75,8.25,8.5,9.75,7.6,,,
1014243,8.2,7.75,7.75,6.25,6.5,8.6,,,
1014244,7.0,7.75,,,,,7.25,5.75,9.5
1014245,6.2,7.5,,,,7.2,5.5,6.25,7.0
1014246,8.4,7.75,,,,,8.25,6.25,9.25
1014247,7.4,8.0,7.5,7.0,7.25,8.8,,,
1014248,7.4,6.75,7.25,5.25,6.75,5.0,,,
1014249,7.6,7.0,6.75,6.25,6.5,8.0,,,
1014250,8.4,8.0,8.0,6.5,7.5,9.0,,,
1014251,7.0,5.75,6.5,2.75,5.0,8.8,,,
1014252,7.4,8.0,,,,9.8,9.0,6.5,9.25
1014253,7.6,6.25,5.0,4.0,3.75,7.8,,,
1014254,7.8,7.0,6.5,4.0,5.75,8.2,,,
1014255,6.6,7.75,,,,,8.25,4.75,8.5
1014256,8.0,7.25,,,,,7.5,7.75,9.75
1014257,6.2,6.5,4.75,3.5,3.75,5.6,,,
1014258,8.0,7.0,,,,,7.0,5.25,9.0
1014259,9.0,7.75,8.5,6.5,8.0,8.4,,,
1014260,8.2,6.5,7.5,9.0,7.0,8.2,,,
1014261,7.6,7.0,,,,9.0,8.75,6.5,9.75
1014262,7.0,6.5,6.0,3.75,5.5,8.0,,,
1014263,5.6,7.5,,,,,6.25,5.75,8.5
1014264,8.8,8.25,6.5,9.25,7.25,9.2,,,
1014265,8.0,8.75,8.5,7.0,7.25,8.6,,,
1014266,7.0,8.5,,,,6.4,6.75,5.0,7.5
1014267,9.2,8.0,9.0,7.75,6.75,9.6,,,
1014268,7.4,8.5,,,,7.8,4.5,6.25,9.25
1014269,8.6,9.0,,,,9.0,7.0,6.5,8.75
1014270,8.2,8.75,,,,8.2,7.25,6.25,7.75
1014271,7.2,8.5,,,,5.2,5.25,5.75,7.5
1014272,7.4,9.0,,,,7.2,3.75,5.0,7.0
1014273,8.2,8.5,,,,9.6,7.75,6.75,9.0
1014274,7.0,8.75,,,,8.8,9.25,7.5,8.5
1014275,7.8,7.5,6.75,6.5,8.25,9.2,,,
1014276,4.6,7.5,,,,5.2,4.5,5.0,7.25
1014277,8.4,7.0,5.5,8.5,8.75,9.2,,,
1014278,6.8,7.75,,,,3.4,4.25,6.5,8.25
1014279,7.2,7.75,,,,7.4,3.5,6.5,7.25
1014280,7.8,6.75,8.5,7.5,6.5,8.6,,,
1014281,7.8,8.25,7.75,8.0,7.75,8.6,,,
1014282,7.6,8.75,,,,8.8,7.25,6.5,7.75
1014283,7.6,8.75,,,,8.4,5.75,6.5,9.0
1014284,7.4,8.5,,,,6.8,6.75,8.5,10.0
1014285,5.2,7.75,,,,3.0,5.5,5.0,8.0
1014286,7.8,9.0,,,,9.2,5.75,7.5,8.0
1014287,6.6,8.25,,,,7.2,6.75,7.0,8.25
1014288,8.0,7.0,,,,8.4,5.75,6.0,7.5
1014289,6.6,8.5,,,,6.8,5.75,5.0,7.0
1014290,7.4,9.0,,,,8.4,5.25,5.75,8.25
1014291,7.2,8.75,,,,5.6,4.0,5.25,7.0
1014292,7.8,8.5,,,,8.8,8.0,7.0,9.5
1014293,8.0,8.75,,,,6.8,5.25,4.5,8.25
1014294,8.4,8.0,,,,7.8,7.0,5.75,8.75
1014295,8.6,8.75,,,,8.4,7.0,6.5,8.25
1014296,6.2,7.75,,,,8.4,8.75,7.25,9.75
1014297,8.2,8.25,,,,9.2,7.75,7.0,8.5
1014298,7.2,8.5,,,,9.6,7.5,6.5,8.75
1014299,8.8,8.5,5.0,7.5,6.25,8.4,,,
1014300,7.0,8.25,6.25,3.0,5.75,8.6,,,
1014301,8.4,8.5,6.75,6.5,6.75,8.0,,,
1014302,7.4,8.0,,,,3.4,5.25,6.0,9.5
1014303,8.6,8.75,,,,9.8,8.0,6.75,9.75
1014304,8.0,8.5,,,,9.2,6.75,7.25,9.0
1014305,7.8,8.25,8.25,7.25,7.0,8.8,,,
1014306,7.6,8.0,,,,8.0,7.5,5.5,9.5
1014307,7.2,8.5,,,,9.4,8.5,7.0,9.25
1014308,7.4,8.75,,,,9.4,7.75,8.75,8.5
1014309,7.0,8.25,,,,5.4,5.0,6.25,9.0
1014310,8.6,9.0,,,,9.6,7.75,7.0,9.75
1014311,9.0,7.0,8.25,8.5,7.0,8.6,,,
1014312,7.2,7.75,,,,4.6,4.25,5.75,7.75
1014313,8.4,8.75,,,,6.6,6.25,5.25,8.0
1014314,6.6,8.75,,,,3.8,4.25,5.75,9.25
1014315,8.6,8.5,8.0,9.0,8.0,8.2,,,
1014316,7.6,9.0,,,,8.0,7.75,6.0,8.5
1014317,6.6,9.0,,,,8.2,5.25,6.5,7.75
1014318,6.2,7.0,,,,5.8,4.75,3.25,6.75
1014319,8.6,6.5,8.0,9.0,6.5,6.8,,,
1014320,8.0,8.25,,,,9.0,8.5,8.5,10.0
1014321,8.0,8.75,,,,8.8,6.75,6.75,9.75
1014322,6.4,8.0,,,,6.0,6.0,5.25,8.75
1014323,8.4,8.0,,,,8.0,6.0,6.25,9.5
1014324,6.0,8.25,,,,5.2,7.25,7.75,8.0
1014325,7.4,9.0,,,,6.4,6.75,5.5,7.0
1014326,7.0,8.5,,,,8.6,8.5,7.0,8.75
1014327,7.6,8.75,,,,8.0,5.0,6.75,8.5
1014328,8.0,8.75,4.0,8.0,8.75,8.4,,,
1014329,8.4,8.75,,,,8.0,6.5,5.75,9.0
1014330,7.8,8.25,7.75,7.25,7.25,8.8,,,
1014331,7.2,8.75,,,,7.8,4.25,5.25,7.75
1014332,7.0,9.0,,,,9.0,6.25,6.5,9.5
1014333,8.0,8.75,,,,8.8,7.75,9.5,9.75
1014334,8.0,7.75,,,,9.4,8.5,7.25,9.5
1014335,7.2,9.0,,,,9.2,8.0,6.25,9.5
1014336,7.6,8.5,,,,8.4,3.75,5.5,6.75
1014337,8.2,8.25,,,,8.6,6.25,6.5,9.0
1014338,8.8,8.75,,,,9.0,8.0,8.0,10.0
1014339,7.8,8.5,,,,9.4,6.75,4.5,8.75
1014340,7.8,8.75,7.75,7.75,7.25,6.6,,,
1014341,8.2,8.75,7.5,5.25,7.25,8.8,,,
1014342,8.0,9.25,,,,8.8,7.75,8.0,9.5
1014343,6.6,8.5,,,,8.8,4.75,6.5,8.25
1014344,7.2,9.25,,,,9.2,6.5,7.5,9.25
1014345,7.8,8.0,3.75,5.75,6.5,4.8,,,
1014346,8.6,9.0,,,,8.8,7.25,8.0,9.25
1014347,7.6,8.25,,,,8.8,7.0,6.25,8.25
1014348,6.6,7.5,,,,7.2,4.0,6.5,9.25
1014349,6.8,7.0,,,,6.6,4.75,6.25,7.75
1014350,7.0,7.25,,,,8.6,7.75,6.0,9.0
1014351,6.0,8.0,,,,7.0,4.5,6.0,8.25
1014352,7.8,8.25,,,,6.0,5.75,5.25,9.0
1014353,7.6,6.75,,,,7.0,6.25,7.0,7.5
1014354,8.0,7.75,,,,9.8,7.75,7.0,9.5
1014355,7.2,8.5,7.25,4.75,5.0,8.6,,,
1014356,7.8,7.0,6.75,6.5,5.0,5.0,,,
1014357,7.8,7.5,,,,8.2,7.75,7.0,7.75
1014358,7.6,7.5,,,,7.4,6.75,6.5,9.5
1014359,7.4,6.5,8.0,3.5,6.75,8.4,,,
1014360,6.0,7.5,,,,7.2,4.5,4.5,7.5
1014361,7.6,8.5,,,,8.6,4.25,5.25,6.75
1014362,8.8,7.5,8.25,8.5,7.0,9.2,,,
1014363,6.8,8.25,,,,6.4,6.5,4.25,8.25
1014364,7.4,7.25,,,,7.4,6.25,5.75,8.75
1014365,7.0,8.25,,,,8.4,8.5,8.25,8.75
1014366,9.2,8.25,,,,9.2,8.5,9.75,9.25
